WP_011649834.1	SMc02793
WP_011652251.1	SM_b21429
WP_011652250.1	SM_b21430
WP_041936349.1	SM_b21433
WP_011652594.1	SM_b21440
WP_011655050.1	SM_b21445
WP_011655049.1	SM_b21446
WP_011649475.1	SM_b21447
WP_011655056.1	SM_b21448
WP_011655051.1	SM_b21449
WP_011653392.1	SM_b21454
WP_011649493.1	SM_b21455
WP_011655015.1	SM_b21456
WP_011648824.1	SM_b21462
WP_011653122.1	SM_b21465
WP_003542141.1	SM_b21466
WP_011653509.1	SM_b21468
WP_041936151.1	SM_b21469
WP_041936338.1	SM_b21472
WP_011651983.1	SM_b21473
WP_011653631.1	SM_b21474
WP_028741334.1	SM_b21477
WP_011651630.1	SM_b21479
WP_011651321.1	SM_b21483
WP_011654799.1	SM_b21486
WP_011654798.1	SM_b21487
WP_003548372.1	SM_b21488
WP_003548370.1	SM_b21489
WP_003548367.1	SM_b22024
WP_011654796.1	SM_b21490
WP_011649602.1	SM_b21491
WP_032992421.1	SM_b21492
WP_028740977.1	SM_b21493
WP_011652603.1	SM_b21494
WP_011651572.1	SM_b21501
WP_011650441.1	SM_b21505
WP_011650045.1	SM_b21506
WP_011652745.1	SM_b21508
WP_028742527.1	SM_b21509
WP_003557650.1	SM_b21516
WP_011652604.1	SM_b21518
WP_011651460.1	SM_b21519
WP_011651459.1	SM_b21520
WP_011651458.1	SM_b21521
WP_003548116.1	SM_b21522
WP_025397600.1	SM_b21523
WP_011655274.1	SM_b21524
WP_011651207.1	SM_b20648
WP_165422419.1	SM_b20654
WP_011652772.1	SM_b20655
WP_011654678.1	SM_b20656
WP_003550790.1	SM_b20658
WP_003550789.1	SM_b20659
WP_003550788.1	SM_b20660
WP_011649004.1	SM_b20661
WP_041936987.1	SM_b20664
WP_011649378.1	SM_b20666
WP_028742933.1	SM_b20667
WP_011649375.1	SM_b20668
WP_011649374.1	SM_b20669
WP_011649373.1	SM_b20670
WP_011649431.1	SM_b20674
WP_011655189.1	SM_b20675
WP_011652884.1	SM_b20676
WP_041936285.1	SM_b20678
WP_011653241.1	SM_b20679
WP_011653240.1	SM_b20680
WP_028740549.1	SM_b20683
WP_011655198.1	SM_b20684
WP_011654846.1	SM_b20688
WP_011648879.1	SM_b20695
WP_011648880.1	SM_b20696
WP_028741561.1	SM_b20699
WP_011649144.1	SM_b20700
WP_011652573.1	SM_b20702
WP_011654648.1	SM_b20703
WP_041937033.1	SM_b20705
WP_028744157.1	SM_b20707
WP_011650097.1	SM_b20708
WP_032993205.1	SM_b20709
WP_011654900.1	SM_b20710
WP_011655347.1	SM_b20711
WP_011653998.1	SM_b20712
WP_011653997.1	SM_b20713
WP_011653996.1	SM_b20714
WP_011653577.1	SM_b20717
WP_011653576.1	SM_b20718
WP_011653575.1	SM_b20719
WP_003543021.1	SM_b20720
WP_011653517.1	SM_b20721
WP_011653516.1	SM_b20722
WP_011653513.1	SM_b20723
WP_011653512.1	SM_b20724
WP_011653511.1	SM_b20725
WP_011653510.1	SM_b20726
WP_003542890.1	SM_b20727
WP_122330904.1	SM_b20728
WP_003541898.1	SM_b20745
WP_027664062.1	SM_b20746
WP_028743317.1	SM_b20748
WP_011649922.1	SM_b20749
WP_011652361.1	SM_b20750
WP_011655145.1	SM_b20751
WP_011650388.1	SM_b20752
WP_011654331.1	SM_b20753
WP_011652117.1	SM_b20755
WP_011652112.1	SM_b20756
WP_011649815.1	SM_b20757
WP_011649991.1	SM_b20758
WP_011649990.1	SM_b20759
WP_011649989.1	SM_b20760
WP_003544416.1	SM_b20761
WP_003544415.1	SM_b20762
WP_011649988.1	SM_b20763
WP_011649987.1	SM_b20764
WP_011649986.1	SM_b20765
WP_049778464.1	SM_b20773
WP_028740920.1	SM_b20774
WP_011652670.1	SM_b20775
WP_011652671.1	SM_b20776
WP_011653344.1	SM_b20784
WP_011653343.1	SM_b20785
WP_011653342.1	SM_b20786
WP_028742184.1	SM_b20787
WP_011653340.1	SM_b20568
WP_041936351.1	SM_b20571
WP_011654426.1	SM_b21691
WP_011654266.1	SM_b20573
WP_011654773.1	SM_b20574
WP_011654838.1	SM_b20575
WP_011654839.1	SM_b20576
WP_011654840.1	SM_b20577
WP_011654841.1	SM_b20578
WP_011654842.1	SM_b20579
WP_011654843.1	SM_b20580
WP_011652372.1	SM_b20581
WP_011652374.1	SM_b20582
WP_011653339.1	SM_b20583
WP_011653329.1	SM_b20584
WP_011653465.1	SM_b20585
WP_011655031.1	SM_b20586
WP_011655034.1	SM_b20589
WP_011652233.1	SM_b20590
WP_041937006.1	SM_b20593
WP_041937051.1	SM_b20594
WP_011649977.1	SM_b20595
WP_028741930.1	SM_b20598
WP_011654765.1	SM_b20599
WP_028740677.1	SM_b20600
WP_003542323.1	SM_b21707
WP_041936434.1	SM_b20602
WP_011653191.1	SM_b20603
WP_011653192.1	SM_b20604
WP_011653193.1	SM_b20605
WP_011650938.1	SM_b20607
WP_003557417.1	SM_b20608
WP_011653195.1	SM_b20609
WP_011653196.1	SM_b20610
WP_011652906.1	SM_b20611
WP_011652907.1	SM_b20612
WP_011652908.1	SM_b20613
WP_011655178.1	SM_b20618
WP_011649762.1	SM_b20620
WP_011649764.1	SM_b20621
WP_011649763.1	SM_b20622
WP_041936322.1	SM_b20626
WP_028742964.1	SM_b20628
WP_041936198.1	SM_b20629
WP_173364448.1	SM_b20630
WP_011653756.1	SM_b20631
WP_011653757.1	SM_b20632
WP_020572186.1	SM_b20633
WP_011653759.1	SM_b20634
WP_041936489.1	SM_b21706
WP_011654997.1	SM_b21643
WP_011654996.1	SM_b21644
WP_011654995.1	SM_b21645
WP_011654994.1	SM_b21646
WP_011654993.1	SM_b21647
WP_011654992.1	SM_b21648
WP_011654991.1	SM_b21649
WP_011648853.1	SM_b21651
